var	-5	-4	-3	-2	-1	0	1	2	3	4	5
Variant_001368	2.0	1.0	1.0		12.0	2.0	1.0			2.0	4.0
Variant_001369	1.0		1.0	1.0	8.0	46.0	3.0	1.0	1.0	2.0	3.0
Variant_001370			1.0	3.0	4.0	32.0	3.0			1.0	
Variant_001371		1.0	1.0	2.0	3.0	15.0	1.0			4.0	7.0
Variant_001372		1.0		1.0	1.0	24.0		1.0	1.0		2.0
Variant_001373	1.0				7.0	9.0	1.0	2.0	1.0	2.0	3.0
Variant_001374		1.0	2.0		5.0	8.0		2.0		1.0	1.0
Variant_001375	1.0	1.0	1.0	2.0	4.0	11.0		3.0	1.0	1.0	7.0
Variant_001376					1.0	3.0					
Variant_001377	1.0	1.0	3.0	3.0	12.0	71.0	3.0	3.0			2.0
Variant_001378				1.0	7.0	37.0	4.0	1.0			1.0
Variant_001379			1.0	1.0	7.0	45.0	1.0	4.0	6.0		1.0
Variant_001380					6.0	34.0		1.0			
Variant_001381	1.0	2.0	1.0	2.0	9.0	8.0	1.0	2.0			
Variant_001382		1.0			5.0	4.0	2.0	1.0			1.0
Variant_001383	1.0	2.0	2.0		1.0	10.0		1.0			1.0
Variant_001384					7.0	1.0				1.0	
Variant_001385		2.0		1.0	5.0	39.0	4.0		1.0	4.0	
Variant_001386	1.0	1.0	1.0		4.0	26.0	3.0			1.0	
Variant_001387				1.0	4.0	31.0	3.0		1.0	1.0	1.0
Variant_001388	2.0	1.0		1.0	3.0	25.0					
Variant_001389	1.0		1.0		2.0	12.0					
Variant_001390		1.0			7.0	7.0				1.0	
Variant_001391					8.0	5.0			1.0		1.0
Variant_001392	1.0			1.0	4.0	11.0					1.0
Variant_001393				1.0	5.0	7.0	1.0		1.0		1.0
Variant_001394	1.0			1.0	3.0	6.0	2.0			1.0	1.0
Variant_001395	1.0		1.0	2.0	8.0	13.0			3.0		2.0
Variant_001396					6.0	20.0		1.0			3.0
Variant_001397			1.0		4.0	6.0	2.0	2.0	1.0		1.0
Variant_001398			1.0		2.0	1.0		1.0			
Variant_001399			1.0	1.0	2.0	5.0		1.0			3.0
Variant_001400		1.0			1.0	2.0				1.0	2.0
Variant_001401	1.0	3.0	3.0		2.0	29.0				1.0	1.0
Variant_001402			1.0	1.0	2.0	29.0	1.0			1.0	2.0
Variant_001403						4.0				1.0	
Variant_001404	1.0			2.0	7.0	11.0					
Variant_001405					5.0	14.0				1.0	
Variant_001406					3.0	2.0	2.0				1.0
Variant_001407		1.0				4.0			1.0		
Variant_001408			2.0		1.0	2.0					1.0
Variant_001409	2.0	3.0	3.0	4.0	34.0	82.0	6.0				2.0
Variant_001410	1.0	1.0		2.0	4.0	30.0	11.0	2.0	1.0		
Variant_001411	2.0		1.0	2.0	12.0	35.0	2.0		1.0		
Variant_001412					9.0	35.0	2.0	1.0		1.0	
Variant_001413	1.0		2.0		13.0	16.0		3.0			1.0
Variant_001414			1.0		8.0	12.0	1.0		1.0		1.0
Variant_001415		1.0	1.0		14.0	14.0	5.0				1.0
Variant_001416	1.0	1.0	1.0		8.0	12.0	2.0	1.0			1.0
Variant_001417	1.0	1.0	1.0	1.0	7.0	60.0	11.0		1.0		2.0
Variant_001418		2.0		4.0	6.0	48.0	12.0			1.0	
Variant_001419	2.0	3.0		1.0	6.0	33.0	2.0	1.0			
Variant_001420				3.0	4.0	20.0			1.0		
Variant_001421		1.0		1.0	3.0	11.0	1.0	1.0			
Variant_001422				1.0	3.0	4.0	1.0				
Variant_001423					7.0	15.0					1.0
Variant_001424		3.0		1.0	4.0	3.0				1.0	
Variant_001425		1.0	3.0	2.0	8.0	34.0	2.0	2.0		1.0	2.0
Variant_001426	1.0	2.0	3.0		4.0	22.0	1.0	1.0		2.0	1.0
Variant_001427	1.0				11.0	29.0		1.0	2.0	1.0	
Variant_001428			1.0		9.0	19.0					1.0
Variant_001429		1.0				6.0		2.0			2.0
Variant_001430			1.0		1.0	8.0		2.0		1.0	
Variant_001431					11.0	6.0		1.0		1.0	1.0
Variant_001432			1.0		1.0	1.0		1.0			
Variant_001433					1.0	31.0	4.0		1.0	1.0	1.0
Variant_001434	1.0				4.0	17.0	5.0		2.0	6.0	1.0
Variant_001435			1.0		5.0	14.0	1.0		1.0		
Variant_001436	1.0				4.0	6.0	1.0			1.0	1.0
Variant_001437		1.0	1.0		6.0	13.0		3.0	1.0	1.0	1.0
Variant_001438	1.0	1.0			2.0	5.0	2.0	1.0		3.0	
Variant_001439	1.0	1.0	2.0		3.0	4.0		1.0		1.0	1.0
Variant_001440		2.0	4.0		2.0	3.0	1.0			1.0	4.0
Variant_001441		3.0	1.0	1.0	4.0	33.0	5.0	3.0		1.0	
Variant_001442		3.0	1.0		4.0	14.0	12.0	1.0		2.0	2.0
Variant_001443	2.0				1.0	7.0			1.0		
Variant_001444					4.0	9.0	1.0			2.0	
Variant_001445			2.0	1.0	4.0	5.0	1.0	4.0	2.0		
Variant_001446	1.0	1.0		1.0	9.0	3.0	1.0	2.0			2.0
Variant_001447		1.0			1.0	3.0				1.0	2.0
Variant_001448		1.0			11.0	2.0		2.0		2.0	
Variant_001449		1.0	4.0	2.0	8.0	35.0	11.0			1.0	1.0
Variant_001450	2.0	3.0		1.0	2.0	11.0	5.0			1.0	
Variant_001451					4.0	23.0	5.0				
Variant_001452			1.0		2.0	22.0			1.0		1.0
Variant_001453		3.0	1.0		1.0	2.0	1.0			1.0	1.0
Variant_001454			3.0		9.0	8.0	5.0			1.0	1.0
Variant_001455	1.0	1.0			2.0	1.0					
Variant_001456					4.0	2.0	1.0		1.0	2.0	2.0
Variant_001457	2.0	1.0		1.0	6.0	21.0	6.0	1.0		1.0	2.0
Variant_001458	3.0		1.0	1.0	4.0	23.0				2.0	
Variant_001459	1.0		2.0		2.0	6.0					1.0
Variant_001460		1.0	1.0		5.0	14.0			1.0		2.0
Variant_001461					6.0	2.0		1.0		2.0	
Variant_001462	1.0	3.0	2.0	1.0	6.0	3.0		2.0			1.0
Variant_001463	1.0				8.0	5.0					1.0
Variant_001464	2.0				1.0	2.0					
Variant_001465		1.0	2.0		8.0	38.0	17.0	1.0			1.0
Variant_001466	1.0	1.0	1.0	2.0	4.0	16.0	10.0		2.0	3.0	1.0
Variant_001467			1.0		1.0	9.0	3.0				
Variant_001468		1.0	1.0		5.0	11.0	2.0				3.0
Variant_001469	1.0		2.0		4.0	10.0		3.0			1.0
Variant_001470					2.0	3.0	2.0	1.0		1.0	
Variant_001471	1.0		1.0		1.0	1.0					1.0
Variant_001472	1.0			1.0	1.0	11.0				1.0	3.0
Variant_001473	4.0	4.0	5.0	6.0	54.0	129.0	16.0	2.0	5.0	2.0	1.0
Variant_001474		6.0	6.0	4.0	19.0	148.0	12.0		3.0		1.0
Variant_001475		1.0	3.0		24.0	73.0	2.0	2.0	4.0		1.0
Variant_001476	1.0		5.0	2.0	17.0	45.0	7.0				2.0
Variant_001477			4.0	3.0	43.0	34.0		6.0		3.0	5.0
Variant_001478			1.0	1.0	21.0	18.0	1.0	5.0			
Variant_001479	2.0	1.0		1.0	24.0	31.0	1.0		1.0		3.0
Variant_001480	3.0				14.0	10.0		1.0			
Variant_001481	1.0	4.0	2.0	5.0	18.0	144.0	16.0	5.0		5.0	2.0
Variant_001482	2.0	1.0			6.0	53.0	2.0	2.0		2.0	
Variant_001483	1.0		1.0	1.0	4.0	39.0			1.0	1.0	5.0
Variant_001484				1.0	4.0	21.0				1.0	
Variant_001485	1.0		5.0	3.0	12.0	33.0	8.0	3.0		3.0	3.0
Variant_001486	2.0	1.0		2.0	8.0	34.0	3.0				
Variant_001487	1.0		1.0	2.0	14.0	18.0	1.0	1.0	2.0		3.0
Variant_001488				2.0	1.0	13.0			2.0	2.0	2.0
Variant_001489	1.0	2.0	1.0	1.0	17.0	42.0	2.0	13.0	2.0	1.0	4.0
Variant_001490	1.0		2.0	1.0	25.0	44.0	7.0			2.0	1.0
Variant_001491	3.0	1.0	1.0	3.0	4.0	45.0	2.0		3.0		
Variant_001492	1.0				11.0	36.0		1.0			1.0
Variant_001493		1.0	1.0		6.0	14.0		1.0	1.0	2.0	4.0
Variant_001494	1.0	2.0			11.0	15.0		4.0		1.0	1.0
Variant_001495			1.0	1.0	9.0	4.0				2.0	2.0
Variant_001496	1.0				4.0	8.0			1.0	3.0	
Variant_001497	2.0	2.0	2.0	2.0	7.0	56.0	13.0	1.0	1.0	7.0	6.0
Variant_001498	1.0	4.0			4.0	41.0	1.0			1.0	1.0
Variant_001499	1.0	1.0			5.0	20.0				1.0	2.0
Variant_001500					3.0	10.0					3.0
Variant_001501	3.0		2.0		4.0	10.0	2.0	3.0		3.0	8.0
Variant_001502	1.0	1.0	1.0	1.0	14.0	22.0	3.0	2.0	1.0	1.0	1.0
Variant_001503		1.0	1.0	1.0	1.0	12.0		1.0		1.0	7.0
Variant_001504			1.0		3.0	3.0					2.0
Variant_001505	1.0	3.0	2.0	3.0	24.0	57.0	15.0	11.0			
Variant_001506	1.0	3.0		6.0	8.0	59.0	6.0	2.0		1.0	
Variant_001507		2.0	1.0	4.0	28.0	57.0	6.0	1.0	6.0		4.0
Variant_001508	1.0			1.0	9.0	10.0					
Variant_001509	4.0	1.0		3.0	22.0	15.0	2.0	8.0		2.0	4.0
Variant_001510		1.0		2.0	18.0	14.0	2.0	2.0	1.0		1.0
Variant_001511	1.0	2.0			11.0	10.0	4.0	1.0			
Variant_001512		1.0	1.0		11.0	3.0	1.0	1.0			
Variant_001513	2.0				12.0	53.0	8.0			5.0	2.0
Variant_001514		1.0	1.0	2.0	11.0	35.0	4.0			4.0	
Variant_001515	3.0		2.0		14.0	21.0	1.0		1.0	1.0	2.0
Variant_001516			1.0		4.0	10.0	1.0				2.0
Variant_001517	1.0	4.0		3.0	17.0	15.0	4.0	3.0	1.0	1.0	4.0
Variant_001518	1.0		1.0	1.0	11.0	15.0	2.0			1.0	
Variant_001519		1.0		1.0	18.0	8.0			1.0	1.0	6.0
Variant_001520	2.0	1.0		1.0	1.0	2.0				1.0	
Variant_001521	1.0		2.0		13.0	31.0	2.0	5.0		2.0	2.0
Variant_001522			1.0	4.0	2.0	23.0	2.0		1.0		
Variant_001523	1.0	4.0	1.0		7.0	15.0	1.0		2.0		4.0
Variant_001524	1.0		1.0	1.0	3.0	11.0				1.0	
Variant_001525	7.0		11.0		9.0	18.0	2.0	6.0		1.0	2.0
Variant_001526	1.0		4.0	1.0	7.0	11.0	2.0		1.0		1.0
Variant_001527	1.0				8.0	5.0	1.0				2.0
Variant_001528					2.0	2.0					1.0
Variant_001529	2.0	2.0		2.0	5.0	34.0	8.0	3.0		2.0	4.0
Variant_001530	1.0				4.0	31.0					
Variant_001531	1.0	1.0			4.0	9.0	1.0	1.0		1.0	
Variant_001532		2.0			6.0	14.0				2.0	3.0
Variant_001533	1.0			1.0		8.0	1.0	2.0	1.0	2.0	2.0
Variant_001534		2.0			2.0	6.0	1.0	1.0		1.0	1.0
Variant_001535	1.0				3.0	6.0	1.0			1.0	2.0
Variant_001536	1.0	2.0			2.0	2.0				1.0	
Variant_001537	2.0	2.0	1.0	3.0	29.0	93.0	10.0	6.0		2.0	
Variant_001538	1.0	1.0		2.0	9.0	30.0	1.0				
Variant_001539	1.0				6.0	33.0					
Variant_001540		1.0			4.0	42.0	2.0	2.0			1.0
Variant_001541	2.0			1.0	18.0	12.0	4.0			1.0	2.0
Variant_001542		1.0	1.0		14.0	26.0		3.0			
Variant_001543		1.0	2.0		4.0	9.0		1.0			1.0
Variant_001544					10.0	14.0		1.0			
Variant_001545	1.0	2.0	1.0	3.0	4.0	16.0	4.0			1.0	3.0
Variant_001546	2.0			3.0	4.0	24.0	2.0				1.0
Variant_001547				1.0	1.0	5.0					1.0
Variant_001548					2.0	6.0	1.0				
Variant_001549	1.0	1.0		4.0	6.0	6.0					1.0
Variant_001550					1.0	3.0	3.0	1.0	2.0		1.0
Variant_001551			1.0		1.0	7.0					
Variant_001552			1.0	1.0		4.0					1.0
Variant_001553	1.0		3.0		1.0	20.0	2.0	3.0			1.0
Variant_001554	2.0				7.0	11.0			1.0	1.0	1.0
Variant_001555					3.0	6.0	1.0		1.0		
Variant_001556			1.0		3.0	21.0	1.0	1.0		1.0	
Variant_001557			1.0		6.0	5.0	3.0	1.0		1.0	
Variant_001558			2.0		5.0	12.0		3.0			
Variant_001559				1.0	1.0	6.0		2.0			
Variant_001560			1.0		3.0	4.0					
Variant_001561			1.0		3.0	11.0	1.0	2.0			1.0
Variant_001562					4.0	7.0	1.0				
Variant_001563			1.0		1.0	3.0	1.0				
Variant_001564				2.0	2.0	3.0					
Variant_001565	1.0		1.0	1.0	2.0	4.0	1.0	3.0			1.0
Variant_001566					2.0	1.0	1.0				1.0
Variant_001567	1.0				2.0	4.0				1.0	1.0
Variant_001568	1.0							3.0			2.0
Variant_001569	1.0		1.0		7.0	21.0	1.0	2.0			
Variant_001570	4.0		1.0		4.0	10.0		1.0			
Variant_001571	1.0	1.0			8.0	25.0	2.0	1.0			2.0
Variant_001572		2.0		1.0	6.0	9.0	1.0				
Variant_001573			1.0		8.0	5.0	1.0	1.0			1.0
Variant_001574					13.0	15.0	3.0	1.0			2.0
Variant_001575			1.0		8.0	7.0					
Variant_001576		1.0			21.0	5.0					
Variant_001577	2.0				4.0	7.0	1.0	1.0			2.0
Variant_001578		1.0	1.0		2.0	7.0	1.0	1.0		1.0	
Variant_001579		1.0	1.0		2.0	9.0					
Variant_001580	1.0	1.0			1.0	1.0				1.0	
Variant_001581		3.0			8.0	3.0	2.0	1.0			1.0
Variant_001582			2.0		7.0	12.0	2.0		1.0	1.0	1.0
Variant_001583					1.0	6.0	1.0	1.0			
Variant_001584		1.0	1.0		3.0	6.0	1.0	1.0			
Variant_001585			1.0		2.0	16.0		1.0	1.0		
Variant_001586	2.0	1.0		2.0	3.0	14.0	1.0				
Variant_001587			1.0		5.0	5.0			1.0		
Variant_001588				1.0		7.0		1.0			
Variant_001589					2.0	1.0			1.0		
Variant_001590	1.0				4.0	5.0					
Variant_001591					1.0	3.0					1.0
Variant_001592					3.0		1.0	1.0			
Variant_001593		1.0	1.0		2.0	20.0	2.0				
Variant_001594		1.0		2.0	3.0	6.0	1.0				
Variant_001595	1.0					1.0					
Variant_001596						7.0				1.0	3.0
Variant_001597	2.0		1.0		1.0	2.0					
Variant_001598	1.0	1.0	3.0		1.0	6.0	4.0	7.0			1.0
Variant_001599			2.0		3.0	2.0					
Variant_001600			1.0			10.0	1.0				
Variant_001601	4.0	3.0	2.0	3.0	48.0	194.0	14.0	4.0		1.0	
Variant_001602	2.0	4.0	5.0	1.0	12.0	59.0	1.0				
Variant_001603	1.0		2.0	2.0	14.0	86.0	3.0	1.0	3.0		2.0
Variant_001604	2.0	1.0	1.0	3.0	11.0	75.0	9.0	1.0		1.0	
Variant_001605	1.0	2.0	2.0	2.0	28.0	60.0	2.0	9.0	1.0		1.0
Variant_001606			1.0	4.0	21.0	37.0		2.0			
Variant_001607			2.0	2.0	35.0	37.0	1.0	2.0		1.0	1.0
Variant_001608	1.0	1.0		3.0	31.0	56.0		2.0			
Variant_001609	1.0			1.0	5.0	44.0	14.0			1.0	6.0
Variant_001610				2.0	4.0	16.0	2.0			2.0	
Variant_001611					5.0	17.0	2.0				1.0
Variant_001612					1.0	7.0					
Variant_001613	1.0	2.0	3.0	2.0	11.0	13.0	5.0	1.0	1.0	2.0	2.0
Variant_001614			1.0	4.0	8.0	10.0	3.0	2.0	1.0		
Variant_001615	1.0	1.0	1.0	1.0	2.0	8.0	2.0	2.0	2.0		2.0
Variant_001616		1.0	1.0	2.0	4.0	10.0	1.0				
Variant_001617	1.0	2.0		4.0	10.0	29.0	2.0	3.0			3.0
Variant_001618		1.0	1.0	3.0	4.0	39.0		1.0		1.0	
Variant_001619				1.0	7.0	24.0		1.0		1.0	3.0
Variant_001620	1.0	2.0	1.0		5.0	40.0					1.0
Variant_001621	1.0		3.0		11.0	23.0	1.0	6.0			2.0
Variant_001622			1.0			9.0		2.0			
Variant_001623					5.0	8.0		1.0			
Variant_001624			1.0	1.0	1.0	10.0					
Variant_001625	4.0	2.0	1.0	1.0	8.0	28.0	4.0	2.0			3.0
Variant_001626			1.0			26.0	1.0	3.0			
Variant_001627	2.0	1.0	2.0		2.0	8.0		1.0	1.0		10.0
Variant_001628	3.0		3.0		1.0	16.0	1.0		1.0		2.0
Variant_001629		1.0			5.0	7.0	3.0	4.0			2.0
Variant_001630	1.0	1.0			5.0	4.0	1.0	1.0			3.0
Variant_001631			1.0		2.0	5.0	1.0	1.0		1.0	4.0
Variant_001632		1.0		1.0	1.0	6.0	1.0	2.0			2.0
Variant_001633	1.0		5.0	2.0	34.0	65.0	1.0	4.0	1.0	1.0	1.0
Variant_001634			2.0	3.0	13.0	50.0	7.0			3.0	1.0
Variant_001635	2.0	1.0			20.0	39.0		2.0	3.0		
Variant_001636		1.0		1.0	12.0	16.0					
Variant_001637		1.0	4.0		14.0	13.0	2.0	1.0			
Variant_001638	1.0				9.0	7.0	1.0				
Variant_001639			1.0	2.0	16.0	6.0		2.0			1.0
Variant_001640		1.0	1.0	1.0	30.0	16.0	1.0	1.0	1.0		
Variant_001641	3.0	1.0	1.0		7.0	20.0	3.0		1.0	1.0	3.0
Variant_001642	1.0				4.0	15.0	3.0	1.0			2.0
Variant_001643	1.0				3.0	7.0					4.0
Variant_001644		2.0			9.0	11.0					2.0
Variant_001645	5.0				8.0	25.0		2.0		1.0	4.0
Variant_001646	1.0			1.0	3.0	10.0	1.0			2.0	1.0
Variant_001647		2.0			4.0	16.0		2.0		1.0	4.0
Variant_001648			2.0	1.0	1.0	10.0				1.0	2.0
Variant_001649	1.0			1.0	11.0	10.0	2.0			1.0	4.0
Variant_001650	1.0	1.0			3.0	3.0					
Variant_001651					1.0	14.0					1.0
Variant_001652					2.0	16.0					
Variant_001653		2.0	1.0		7.0	4.0	1.0	1.0		2.0	3.0
Variant_001654		2.0	1.0		2.0	9.0	1.0				1.0
Variant_001655		3.0			8.0	14.0	2.0				
Variant_001656			1.0		12.0	7.0				1.0	
Variant_001657	1.0				4.0	12.0					3.0
Variant_001658				1.0		1.0	2.0				
Variant_001659	3.0				1.0	4.0					2.0
Variant_001660					1.0	4.0		1.0			1.0
Variant_001661	1.0		1.0		3.0	5.0	1.0				
Variant_001662					2.0	5.0	1.0	1.0			
Variant_001663					4.0	5.0		1.0			1.0
Variant_001664				2.0		6.0			1.0		1.0
Variant_001665		1.0	4.0	3.0	23.0	102.0	8.0	2.0			2.0
Variant_001666	3.0	2.0	2.0	3.0	14.0	77.0	1.0	2.0		1.0	
Variant_001667		1.0	1.0	1.0	11.0	28.0	1.0		1.0		3.0
Variant_001668	1.0		1.0	2.0	7.0	25.0	5.0		1.0		
Variant_001669	1.0		1.0	2.0	25.0	24.0	3.0	2.0	1.0		
Variant_001670		1.0	1.0	2.0	22.0	23.0	1.0	3.0		2.0	
Variant_001671		1.0		1.0	16.0	9.0	2.0				1.0
Variant_001672			2.0	1.0	23.0	13.0	2.0	1.0	1.0	1.0	1.0
Variant_001673	1.0	1.0		1.0	13.0	46.0	6.0	2.0			1.0
Variant_001674	1.0			1.0	3.0	31.0	4.0			1.0	
Variant_001675	1.0		1.0	1.0	3.0	7.0	1.0				
Variant_001676		2.0	1.0	1.0	3.0	13.0					
Variant_001677		3.0				12.0	3.0				2.0
Variant_001678		1.0			4.0	5.0	2.0	1.0		1.0	
Variant_001679		2.0			5.0	16.0	2.0				2.0
Variant_001680	3.0	1.0		2.0	2.0	17.0					3.0
Variant_001681	1.0		1.0		5.0	19.0	1.0	1.0		2.0	
Variant_001682		1.0	2.0		5.0	9.0	3.0	2.0		1.0	
Variant_001683					1.0	6.0			3.0		1.0
Variant_001684		1.0		2.0	7.0	17.0					
Variant_001685	1.0	2.0	2.0		7.0	5.0	4.0		1.0	1.0	2.0
Variant_001686		2.0			5.0	12.0	1.0	1.0		3.0	1.0
Variant_001687	1.0	2.0		2.0	5.0	6.0		1.0	2.0	1.0	
Variant_001688			1.0		4.0	2.0	1.0			1.0	1.0
Variant_001689	3.0			2.0	4.0	7.0		1.0		1.0	3.0
Variant_001690		1.0	1.0			8.0	2.0	1.0		4.0	2.0
Variant_001691					4.0	11.0			1.0		3.0
Variant_001692		1.0		1.0		2.0		1.0			2.0
Variant_001693	1.0			1.0	1.0	7.0	1.0	2.0			2.0
Variant_001694		1.0			3.0	5.0	1.0	4.0	1.0		2.0
Variant_001695				1.0		2.0					1.0
Variant_001696	1.0	1.0	1.0			4.0			1.0	1.0	3.0
Variant_001697	1.0	2.0	1.0	2.0	31.0	49.0	2.0	2.0			1.0
Variant_001698		2.0		2.0	20.0	16.0		1.0			
Variant_001699		1.0			3.0	5.0			1.0		
Variant_001700		1.0		1.0	18.0	10.0	2.0		1.0	1.0	
Variant_001701		3.0		1.0	46.0	12.0	11.0	3.0		2.0	3.0
Variant_001702					10.0	6.0	3.0	2.0		1.0	
Variant_001703				1.0	7.0	7.0		2.0			
Variant_001704	1.0				28.0	2.0					1.0
Variant_001705	2.0		1.0	1.0	1.0	14.0	2.0	1.0			
Variant_001706	1.0	1.0		1.0	7.0	10.0	3.0				1.0
Variant_001707			1.0			3.0	1.0				
Variant_001708		1.0				1.0	1.0			1.0	1.0
Variant_001709	1.0		1.0		6.0	13.0	2.0	2.0		1.0	3.0
Variant_001710		1.0			2.0	15.0	5.0	1.0		1.0	
Variant_001711			1.0		6.0	8.0					
Variant_001712			1.0		2.0	9.0	3.0			2.0	1.0
Variant_001713		1.0	1.0	1.0	3.0	4.0		2.0		2.0	1.0
Variant_001714				1.0	4.0	10.0					
Variant_001715	1.0				4.0	5.0				1.0	2.0
Variant_001716					3.0	2.0		1.0			
Variant_001717			1.0	1.0	7.0	1.0	4.0				
Variant_001718			1.0	1.0	13.0	6.0	6.0	3.0		1.0	3.0
Variant_001719					1.0						
Variant_001720					3.0	6.0				1.0	2.0
Variant_001721	2.0	1.0			3.0	9.0					2.0
Variant_001722				1.0	2.0						
Variant_001723		1.0				8.0					1.0
Variant_001724			2.0		3.0	1.0					
Variant_001725					3.0	6.0		3.0			
Variant_001726				2.0	3.0	7.0	2.0				1.0
Variant_001727			1.0			1.0					
Variant_001728					2.0					2.0	1.0
Variant_001729	3.0	7.0	4.0	3.0	51.0	201.0	6.0	7.0	1.0		4.0
Variant_001730	3.0	2.0	5.0	5.0	38.0	100.0	2.0		1.0		
Variant_001731	1.0	6.0	2.0	3.0	30.0	111.0	2.0	3.0	4.0		1.0
Variant_001732	1.0	2.0	1.0		20.0	89.0	4.0	2.0			1.0
Variant_001733		2.0	2.0	1.0	41.0	23.0	6.0	9.0	1.0	6.0	1.0
Variant_001734		1.0	1.0	1.0	28.0	38.0	2.0	2.0			
Variant_001735		1.0	1.0	2.0	37.0	21.0	2.0				1.0
Variant_001736	1.0		3.0	2.0	31.0	17.0	2.0	1.0			
Variant_001737	2.0	2.0	1.0	2.0	12.0	70.0	2.0		1.0	1.0	3.0
Variant_001738		1.0	2.0	4.0	7.0	34.0	2.0			1.0	3.0
Variant_001739		4.0	2.0		7.0	34.0	1.0		1.0		1.0
Variant_001740			1.0		8.0	17.0			1.0		
Variant_001741		1.0	2.0		7.0	10.0	6.0	16.0	1.0	1.0	3.0
Variant_001742			1.0		5.0	16.0	5.0	2.0			
Variant_001743	1.0			1.0	4.0	16.0			1.0	2.0	1.0
Variant_001744	1.0	1.0			5.0	9.0					3.0
Variant_001745	4.0	2.0	2.0	1.0	18.0	35.0	2.0	15.0		2.0	3.0
Variant_001746	4.0	3.0	2.0	4.0	20.0	58.0	3.0	2.0			1.0
Variant_001747				2.0	6.0	19.0					2.0
Variant_001748	4.0			1.0	7.0	44.0					1.0
Variant_001749	1.0	1.0	3.0		5.0	15.0	4.0	12.0		4.0	3.0
Variant_001750	2.0				3.0	5.0	1.0				
Variant_001751			2.0	1.0	8.0	5.0				2.0	4.0
Variant_001752		1.0	1.0	1.0	7.0	7.0	1.0	4.0	1.0	2.0	4.0
Variant_001753	2.0	1.0		1.0	2.0	24.0	2.0	4.0			3.0
Variant_001754		1.0	2.0	1.0	3.0	29.0	3.0			3.0	1.0
Variant_001755	3.0		1.0	1.0	4.0	12.0	2.0		2.0	1.0	1.0
Variant_001756		3.0			4.0	8.0					2.0
Variant_001757		1.0	1.0	1.0	5.0	5.0	6.0	7.0	1.0	3.0	6.0
Variant_001758	1.0	2.0		1.0	4.0	2.0	1.0				
Variant_001759		1.0	2.0		4.0	10.0	1.0		3.0	1.0	4.0
Variant_001760	1.0	1.0				8.0		2.0			6.0
Variant_001761	1.0	2.0	2.0	2.0	73.0	48.0	6.0	1.0		1.0	2.0
Variant_001762	1.0			1.0	44.0	27.0	1.0	1.0	1.0		
Variant_001763	1.0	1.0	2.0	1.0	37.0	24.0	1.0	2.0			
Variant_001764	1.0			2.0	19.0	25.0	3.0				2.0
Variant_001765	2.0	1.0	3.0	1.0	41.0	13.0	2.0	4.0		1.0	
Variant_001766		3.0			39.0	8.0	1.0			1.0	
Variant_001767			1.0	2.0	46.0	22.0	2.0			1.0	2.0
Variant_001768		1.0			26.0	6.0					
Variant_001769		2.0			22.0	23.0	6.0			3.0	4.0
Variant_001770		1.0	1.0		8.0	17.0	1.0				1.0
Variant_001771					10.0	14.0	1.0			1.0	2.0
Variant_001772	2.0				3.0	6.0			1.0		
Variant_001773		2.0	2.0		7.0	9.0	3.0	5.0			2.0
Variant_001774	2.0		1.0	1.0	6.0	12.0	3.0			1.0	1.0
Variant_001775	2.0	2.0	1.0		7.0	9.0					5.0
Variant_001776		2.0			4.0	4.0				1.0	3.0
Variant_001777	2.0	2.0		3.0	33.0	19.0		6.0			
Variant_001778	1.0			2.0	6.0	21.0					
Variant_001779	2.0		2.0	1.0	8.0	6.0			2.0		2.0
Variant_001780					2.0	6.0		1.0		1.0	
Variant_001781			3.0		18.0	3.0	4.0	5.0	1.0	2.0	3.0
Variant_001782	1.0	4.0			17.0	11.0		1.0		1.0	1.0
Variant_001783	1.0			1.0	12.0	7.0		3.0			1.0
Variant_001784	2.0		1.0	1.0	13.0	6.0				3.0	2.0
Variant_001785		1.0	1.0		4.0	24.0		1.0		1.0	3.0
Variant_001786				2.0	2.0	5.0		1.0			3.0
Variant_001787				1.0	6.0	6.0					2.0
Variant_001788		1.0			1.0	6.0			1.0		2.0
Variant_001789	1.0		3.0	1.0	8.0	9.0	3.0	1.0		1.0	1.0
Variant_001790			1.0		5.0	4.0				2.0	1.0
Variant_001791	2.0			1.0	2.0	6.0				1.0	3.0
Variant_001792		1.0			2.0	5.0	1.0		1.0	1.0	1.0
Variant_001793	4.0	1.0	2.0	1.0	18.0	126.0	5.0	1.0		2.0	1.0
Variant_001794	1.0		1.0	2.0	25.0	116.0	6.0	3.0	1.0		
Variant_001795			3.0	4.0	11.0	112.0		3.0			
Variant_001796	3.0	1.0	2.0	2.0	16.0	61.0		1.0		1.0	1.0
Variant_001797			2.0	4.0	8.0	18.0		2.0	1.0		
Variant_001798					17.0	21.0	2.0	2.0			
Variant_001799		1.0			11.0	26.0		1.0			
Variant_001800		2.0		1.0	9.0	28.0	1.0	2.0		1.0	3.0
Variant_001801			2.0	1.0	4.0	38.0	7.0	2.0			3.0
Variant_001802			1.0	1.0	5.0	45.0	4.0			1.0	
Variant_001803					4.0	37.0					2.0
Variant_001804		1.0			1.0	29.0	1.0				
Variant_001805	1.0	1.0		4.0	7.0	4.0	2.0	5.0		1.0	5.0
Variant_001806				1.0	3.0	6.0	3.0	2.0			
Variant_001807					5.0	4.0	1.0	2.0		1.0	
Variant_001808		2.0		1.0		8.0		1.0		2.0	
