var	-5	-4	-3	-2	-1	0	1	2	3	4	5
Variant_003590	1.0			1.0	14.0	34.0	1.0			1.0	
Variant_003591	3.0	1.0		4.0	15.0	17.0	4.0				
Variant_003592					10.0	17.0					
Variant_003593	2.0		2.0	2.0	7.0	29.0	2.0	2.0		4.0	5.0
Variant_003594	1.0	1.0			6.0	14.0	1.0	1.0			
Variant_003595		2.0		1.0	2.0	24.0	1.0		1.0		2.0
Variant_003596	3.0		1.0		5.0	12.0	1.0				
Variant_003597	1.0		1.0		4.0	19.0	1.0	2.0		1.0	1.0
Variant_003598			1.0		1.0	7.0					
Variant_003599		1.0	2.0	3.0	6.0	20.0	1.0		1.0		1.0
Variant_003600		1.0	2.0		9.0	16.0	1.0	1.0			1.0
Variant_003601	1.0	1.0	2.0		1.0	14.0	2.0	1.0		1.0	
Variant_003602		1.0		1.0	5.0	20.0	5.0	2.0			1.0
Variant_003603	1.0			1.0	4.0	18.0					
Variant_003604						20.0					
Variant_003605	2.0			1.0	2.0	5.0				1.0	5.0
Variant_003606			2.0		3.0	10.0	1.0				
Variant_003607	1.0	1.0			2.0	6.0			1.0	1.0	2.0
Variant_003608					4.0	12.0		3.0		2.0	1.0
Variant_003609		1.0	2.0	1.0	1.0	10.0	3.0	1.0			
Variant_003610		1.0	1.0	1.0		16.0	1.0				
Variant_003611				1.0	7.0	6.0				2.0	1.0
Variant_003612			3.0		1.0	18.0			1.0		1.0
Variant_003613					1.0	3.0	2.0	2.0		1.0	1.0
Variant_003614				1.0	1.0	4.0		2.0			1.0
Variant_003615		1.0	1.0		5.0	5.0					1.0
Variant_003616	1.0		2.0	1.0	3.0	5.0					1.0
Variant_003617	1.0				10.0	31.0	6.0				
Variant_003618			1.0	1.0	9.0	35.0	3.0	1.0			
Variant_003619	3.0	3.0	1.0	1.0	1.0	23.0		1.0	1.0		2.0
Variant_003620	1.0	1.0	1.0	1.0	8.0	32.0					
Variant_003621		2.0	1.0	1.0	7.0	20.0	1.0	1.0		1.0	1.0
Variant_003622	1.0	1.0		1.0	13.0	21.0		1.0			1.0
Variant_003623		1.0		1.0	2.0	23.0	1.0				1.0
Variant_003624					5.0	17.0					
Variant_003625					5.0	10.0	1.0			1.0	2.0
Variant_003626		1.0	1.0		1.0	3.0	6.0			1.0	
Variant_003627		1.0	1.0			6.0					1.0
Variant_003628				1.0	1.0	4.0	3.0				
Variant_003629	1.0		2.0	2.0	3.0	15.0		2.0			2.0
Variant_003630		1.0				7.0	2.0	1.0		1.0	
Variant_003631				1.0		7.0	2.0				2.0
Variant_003632		1.0	2.0	1.0		6.0	1.0			1.0	1.0
Variant_003633		2.0	2.0		6.0	16.0	3.0				
Variant_003634			1.0		2.0	8.0					
Variant_003635			2.0	1.0	5.0	14.0			1.0		
Variant_003636	1.0		2.0	1.0	3.0	18.0					
Variant_003637	1.0				5.0	7.0		1.0			3.0
Variant_003638	2.0		1.0		3.0	12.0	1.0				
Variant_003639					1.0	9.0					1.0
Variant_003640					3.0	5.0	1.0				1.0
Variant_003641			2.0		2.0	11.0					
Variant_003642				1.0		11.0	2.0			1.0	1.0
Variant_003643	1.0		2.0	1.0	4.0	1.0				1.0	
Variant_003644					1.0	10.0					
Variant_003645		2.0			5.0	5.0		1.0		1.0	
Variant_003646			1.0		1.0	1.0					
Variant_003647					1.0	2.0					
Variant_003648		1.0			1.0						
Variant_003649	2.0	3.0	8.0	5.0	37.0	170.0	5.0	5.0			1.0
Variant_003650	1.0		1.0	3.0	14.0	78.0	2.0			2.0	
Variant_003651	2.0	2.0		4.0	22.0	51.0	1.0	3.0	1.0		
Variant_003652	4.0	1.0	1.0	2.0	22.0	72.0	2.0			2.0	
Variant_003653	2.0	1.0	3.0	1.0	20.0	50.0	1.0	2.0		1.0	1.0
Variant_003654		1.0	1.0		16.0	34.0	2.0	2.0			1.0
Variant_003655		1.0	1.0	5.0	27.0	56.0	1.0	9.0	1.0	2.0	
Variant_003656	2.0	1.0	2.0	1.0	22.0	36.0		1.0	1.0		
Variant_003657	1.0	2.0	2.0	3.0	6.0	49.0	3.0	2.0		3.0	3.0
Variant_003658	2.0		1.0	2.0	4.0	34.0	6.0	1.0			
Variant_003659		1.0	1.0	1.0	5.0	24.0	1.0			1.0	1.0
Variant_003660	1.0	2.0		1.0	6.0	15.0					
Variant_003661	1.0	1.0	1.0		4.0	23.0	2.0	5.0			5.0
Variant_003662		1.0		2.0	3.0	13.0	2.0				1.0
Variant_003663	2.0	1.0	2.0		5.0	22.0		2.0		1.0	1.0
Variant_003664		1.0	1.0	1.0	3.0	25.0		2.0		1.0	1.0
Variant_003665	2.0		2.0	1.0	7.0	50.0	3.0	1.0			1.0
Variant_003666	1.0	1.0			5.0	49.0	2.0		1.0	2.0	
Variant_003667		2.0		1.0	8.0	20.0	2.0		2.0		3.0
Variant_003668		1.0	2.0		8.0	65.0		1.0			
Variant_003669			3.0	1.0	7.0	34.0		4.0		2.0	
Variant_003670	1.0				5.0	21.0	3.0				1.0
Variant_003671	1.0	1.0	1.0		8.0	6.0		2.0	2.0	2.0	3.0
Variant_003672		1.0	1.0		5.0	16.0	1.0				
Variant_003673	2.0		2.0	1.0	5.0	18.0	5.0	4.0		2.0	3.0
Variant_003674			1.0		2.0	8.0	1.0			3.0	
Variant_003675					3.0	11.0	2.0	1.0		1.0	1.0
Variant_003676		1.0	2.0		3.0	13.0					1.0
Variant_003677		1.0	1.0	2.0	3.0	19.0	2.0	1.0		1.0	2.0
Variant_003678			1.0		6.0	6.0	1.0	2.0		1.0	
Variant_003679					2.0	9.0					
Variant_003680					3.0	6.0		1.0	2.0		1.0
Variant_003681	1.0	1.0	1.0	4.0	12.0	51.0		2.0		1.0	
Variant_003682					9.0	43.0	2.0	1.0		1.0	
Variant_003683					11.0	22.0	1.0		5.0	1.0	1.0
Variant_003684	1.0		2.0	1.0	7.0	36.0	9.0				
Variant_003685				1.0	17.0	40.0	3.0	4.0		1.0	1.0
Variant_003686			1.0		11.0	30.0	2.0	1.0			
Variant_003687		1.0			5.0	31.0	2.0			2.0	1.0
Variant_003688	1.0				4.0	10.0		1.0			
Variant_003689	1.0	1.0	1.0		3.0	18.0	3.0	1.0	1.0		1.0
Variant_003690		1.0	4.0	1.0	11.0	17.0	6.0				2.0
Variant_003691	1.0				3.0	21.0					2.0
Variant_003692		1.0			1.0	14.0					2.0
Variant_003693	1.0		3.0	1.0	5.0	22.0		1.0	1.0	1.0	3.0
Variant_003694					5.0	3.0	1.0		2.0		1.0
Variant_003695	1.0			1.0	1.0	10.0					1.0
Variant_003696	2.0	2.0	2.0		2.0	18.0	1.0		1.0		
Variant_003697		1.0			5.0	12.0	1.0		1.0		
Variant_003698	1.0		1.0	2.0	4.0	7.0		1.0		1.0	
Variant_003699			1.0		1.0	18.0				1.0	1.0
Variant_003700		1.0			3.0	18.0		1.0	2.0		1.0
Variant_003701		1.0			4.0	18.0					1.0
Variant_003702	2.0	2.0		1.0	9.0	13.0				1.0	3.0
Variant_003703	1.0				2.0	16.0		1.0		1.0	1.0
Variant_003704	1.0				2.0	6.0	1.0			1.0	
Variant_003705			2.0	1.0	3.0	15.0	1.0			1.0	4.0
Variant_003706		4.0	1.0		2.0	14.0	2.0			1.0	1.0
Variant_003707					4.0	12.0					2.0
Variant_003708	1.0				2.0	4.0					1.0
Variant_003709				1.0	7.0	7.0		2.0		3.0	3.0
Variant_003710						14.0					1.0
Variant_003711	1.0	1.0	2.0		1.0	4.0					1.0
Variant_003712					2.0	4.0				1.0	
Variant_003713	3.0	1.0	1.0	2.0	50.0	110.0	4.0		1.0	1.0	1.0
Variant_003714	1.0		3.0	2.0	38.0	57.0	2.0				1.0
Variant_003715			1.0	1.0	7.0	19.0			4.0		
Variant_003716		2.0		1.0	15.0	24.0	4.0			2.0	
Variant_003717		1.0	1.0	4.0	40.0	38.0	9.0	6.0		2.0	1.0
Variant_003718		1.0		2.0	15.0	7.0	3.0	2.0		1.0	
Variant_003719					7.0	14.0				1.0	2.0
Variant_003720					21.0	11.0				1.0	
Variant_003721	2.0	2.0	4.0	3.0	21.0	33.0	3.0	1.0		1.0	1.0
Variant_003722		1.0	1.0	1.0	8.0	28.0	5.0			1.0	1.0
Variant_003723	2.0		1.0		5.0	21.0	1.0				
Variant_003724				1.0	2.0	10.0					
Variant_003725			2.0		9.0	20.0	4.0	5.0	1.0		2.0
Variant_003726			2.0		7.0	11.0	3.0	2.0		1.0	
Variant_003727		1.0	1.0	1.0	1.0	14.0	2.0	3.0			1.0
Variant_003728	2.0		1.0		7.0	13.0					
Variant_003729	1.0	2.0	3.0		13.0	58.0	2.0	1.0		1.0	3.0
Variant_003730	2.0	1.0		2.0	21.0	41.0		1.0			
Variant_003731		1.0			4.0	15.0					1.0
Variant_003732	1.0			1.0	4.0	32.0					
Variant_003733		2.0	2.0		17.0	13.0	6.0	2.0		2.0	
Variant_003734	1.0				4.0	8.0	2.0	5.0		4.0	
Variant_003735	2.0	1.0		2.0	2.0	2.0		1.0			
Variant_003736					9.0	2.0					
Variant_003737				1.0	1.0	6.0	2.0	1.0			
Variant_003738	1.0	1.0	2.0		6.0	17.0					1.0
Variant_003739					2.0	2.0	1.0		1.0		
Variant_003740					1.0	5.0					2.0
Variant_003741			2.0		1.0	7.0	4.0	1.0		1.0	1.0
Variant_003742		2.0	1.0		2.0	6.0					
Variant_003743		1.0				2.0			1.0		1.0
Variant_003744			1.0	1.0	2.0	2.0					3.0
Variant_003745	1.0	2.0	1.0		9.0	41.0	2.0	1.0			
Variant_003746			1.0	1.0	11.0	42.0		1.0		1.0	
Variant_003747					8.0	28.0	1.0		5.0		1.0
Variant_003748	1.0	1.0	1.0		7.0	21.0	1.0		1.0		1.0
Variant_003749					12.0	25.0	4.0	1.0		1.0	
Variant_003750	1.0			1.0	4.0	5.0	2.0				
Variant_003751					3.0	9.0	1.0			1.0	
Variant_003752		1.0			8.0	16.0		1.0			1.0
Variant_003753	1.0		3.0			10.0	2.0	1.0		3.0	1.0
Variant_003754	1.0	1.0		1.0	1.0	9.0	1.0			1.0	1.0
Variant_003755			2.0		4.0	9.0	1.0				
Variant_003756		1.0		2.0	1.0	4.0	1.0	1.0			2.0
Variant_003757	2.0	2.0	2.0		5.0	23.0	11.0	1.0		1.0	1.0
Variant_003758		1.0			8.0	5.0	2.0				
Variant_003759			1.0		3.0	4.0					
Variant_003760		1.0			3.0	1.0					
Variant_003761			1.0	1.0	4.0	16.0	1.0			1.0	3.0
Variant_003762				1.0		4.0					1.0
Variant_003763	1.0	1.0	2.0		3.0	4.0			2.0		
Variant_003764	1.0				4.0	13.0				1.0	1.0
Variant_003765		1.0			11.0	23.0	3.0	1.0		1.0	2.0
Variant_003766			3.0		2.0	8.0				2.0	
Variant_003767					3.0	2.0					2.0
Variant_003768			1.0		1.0	5.0					
Variant_003769		1.0	1.0	1.0	2.0	19.0					
Variant_003770			1.0		1.0	8.0	3.0				3.0
Variant_003771			3.0	1.0	5.0	7.0	1.0				1.0
Variant_003772		1.0			1.0	5.0	1.0			1.0	
Variant_003773			3.0			6.0		3.0			1.0
Variant_003774	1.0					4.0			1.0	1.0	1.0
Variant_003775					1.0						1.0
Variant_003776	1.0				2.0	1.0		1.0		1.0	1.0
Variant_003777	3.0	1.0	6.0	8.0	149.0	141.0	10.0	7.0	2.0		
Variant_003778	1.0	2.0	1.0	2.0	74.0	105.0	4.0	1.0		1.0	
Variant_003779	1.0	1.0	3.0	4.0	62.0	81.0	2.0		3.0	2.0	1.0
Variant_003780	1.0	1.0	2.0	1.0	47.0	84.0	3.0				
Variant_003781	1.0		3.0	4.0	56.0	39.0	4.0	10.0		4.0	3.0
Variant_003782	2.0	1.0	2.0	2.0	39.0	48.0	3.0				
Variant_003783		2.0	2.0	1.0	63.0	23.0	1.0	1.0		3.0	
Variant_003784	1.0		1.0	1.0	43.0	27.0		1.0			1.0
Variant_003785	1.0	3.0	2.0	3.0	23.0	65.0	5.0		2.0	1.0	6.0
Variant_003786	2.0	2.0		3.0	15.0	51.0	3.0	3.0		1.0	
Variant_003787		1.0	1.0		5.0	22.0			2.0		1.0
Variant_003788	1.0				3.0	7.0	2.0	1.0			3.0
Variant_003789		2.0	3.0	1.0	13.0	35.0	6.0	12.0		1.0	4.0
Variant_003790	1.0			2.0	9.0	38.0	2.0			1.0	
Variant_003791	4.0		1.0		10.0	10.0	2.0	2.0	1.0		2.0
Variant_003792		2.0		2.0	12.0	21.0	3.0				
Variant_003793	1.0	3.0	3.0	3.0	45.0	80.0	2.0	10.0		2.0	2.0
Variant_003794		1.0	1.0	2.0	20.0	57.0	2.0			2.0	2.0
Variant_003795	2.0	2.0	1.0		16.0	57.0		2.0	1.0		2.0
Variant_003796			4.0		10.0	50.0		1.0		1.0	
Variant_003797	1.0	1.0		1.0	22.0	18.0	7.0	7.0		7.0	5.0
Variant_003798	2.0				15.0	17.0	1.0				
Variant_003799			2.0	1.0	9.0	11.0				3.0	3.0
Variant_003800	1.0	1.0	1.0	1.0	12.0	12.0	1.0			2.0	2.0
Variant_003801	2.0		2.0		6.0	27.0	1.0	2.0		1.0	5.0
Variant_003802	2.0		1.0		5.0	34.0	3.0	1.0	1.0		
Variant_003803				1.0	2.0	14.0					1.0
Variant_003804	1.0	3.0	1.0		1.0	13.0					4.0
Variant_003805		3.0	1.0	2.0	3.0	13.0	2.0	5.0		2.0	8.0
Variant_003806		3.0			4.0	12.0	1.0	1.0			
Variant_003807	2.0			1.0	2.0	7.0	1.0	1.0	1.0		3.0
Variant_003808	1.0	1.0	5.0	1.0	2.0	5.0	1.0			2.0	
Variant_003809		2.0		3.0	14.0	57.0	3.0	3.0		4.0	
Variant_003810			1.0	3.0	18.0	69.0	3.0			2.0	
Variant_003811	1.0				18.0	40.0	1.0		7.0		2.0
Variant_003812			1.0	2.0	3.0	18.0					2.0
Variant_003813		2.0	2.0	1.0	12.0	34.0	2.0	3.0		2.0	7.0
Variant_003814		1.0	1.0	1.0	10.0	24.0	1.0				1.0
Variant_003815			1.0	1.0	13.0	27.0		1.0			2.0
Variant_003816			1.0	1.0	10.0	9.0				1.0	
Variant_003817		1.0		1.0	7.0	22.0	5.0			1.0	1.0
Variant_003818		3.0	1.0		6.0	10.0	3.0				1.0
Variant_003819	1.0	2.0		2.0	4.0	9.0			1.0		2.0
Variant_003820		1.0			3.0	4.0					1.0
Variant_003821	1.0	3.0	1.0		9.0	25.0	5.0	2.0		1.0	1.0
Variant_003822	1.0				8.0	33.0	6.0		1.0	1.0	1.0
Variant_003823					5.0	13.0					5.0
Variant_003824		1.0	1.0		1.0	7.0			1.0	1.0	1.0
Variant_003825	1.0				7.0	26.0	1.0	2.0			
Variant_003826	1.0	1.0	1.0		7.0	29.0	2.0	1.0			
Variant_003827	1.0	1.0			1.0	4.0					3.0
Variant_003828		1.0			2.0	15.0					2.0
Variant_003829	1.0	1.0		2.0	12.0	20.0	1.0	5.0		2.0	
Variant_003830	1.0				4.0	14.0	2.0	2.0			
Variant_003831					5.0	15.0	2.0			1.0	1.0
Variant_003832		1.0	1.0		2.0	9.0					
Variant_003833					4.0	13.0	2.0			3.0	2.0
Variant_003834			1.0	1.0	4.0	7.0					1.0
Variant_003835		1.0			2.0	14.0				1.0	3.0
Variant_003836	1.0	2.0	1.0		1.0	6.0					1.0
Variant_003837			1.0	1.0	4.0	6.0	1.0	2.0			3.0
Variant_003838					4.0	10.0	1.0	1.0			
Variant_003839					3.0	9.0				1.0	2.0
Variant_003840	1.0	1.0	1.0		2.0	7.0					1.0
Variant_003841			7.0	1.0	33.0	132.0	5.0	3.0	1.0	3.0	
Variant_003842	4.0	2.0	4.0	4.0	13.0	129.0	5.0	1.0		2.0	
Variant_003843					8.0	65.0	2.0	2.0	2.0	1.0	1.0
Variant_003844		2.0		2.0	10.0	46.0	1.0				
Variant_003845	1.0		3.0		18.0	20.0	4.0	2.0		1.0	1.0
Variant_003846		3.0	2.0		14.0	48.0	2.0	2.0			
Variant_003847	1.0		1.0	2.0	19.0	29.0	2.0	1.0			2.0
Variant_003848		1.0	1.0	1.0	6.0	33.0		1.0		1.0	
Variant_003849	1.0		1.0	1.0	6.0	71.0	4.0	1.0		1.0	3.0
Variant_003850			1.0		6.0	47.0	4.0		1.0		
Variant_003851				1.0	7.0	35.0	1.0		1.0		
Variant_003852	1.0		1.0		5.0	29.0		1.0			
Variant_003853		3.0	1.0	2.0	6.0	12.0	4.0	3.0		1.0	
Variant_003854	1.0	4.0			2.0	9.0	4.0	4.0			
Variant_003855	1.0	1.0		1.0	3.0	14.0	1.0				1.0
Variant_003856			1.0		2.0	17.0			2.0	1.0	
Variant_003857			2.0		20.0	56.0	4.0	4.0		1.0	
Variant_003858	2.0	1.0	3.0		10.0	40.0		1.0			1.0
Variant_003859					10.0	29.0	1.0		1.0		2.0
Variant_003860				1.0	5.0	33.0					
Variant_003861			1.0	2.0	8.0	22.0	3.0	3.0		1.0	1.0
Variant_003862			1.0	1.0	3.0	23.0		2.0			
Variant_003863	3.0	1.0			6.0	14.0		1.0			
Variant_003864	1.0		2.0	1.0	5.0	5.0		1.0		2.0	1.0
Variant_003865	1.0	1.0	1.0	1.0		20.0	1.0	1.0		2.0	2.0
Variant_003866	2.0		4.0	1.0	3.0	9.0				3.0	1.0
Variant_003867		1.0		2.0		40.0		1.0	2.0	1.0	1.0
Variant_003868				1.0	2.0	11.0				2.0	2.0
Variant_003869	2.0	1.0			2.0			5.0	1.0	2.0	
Variant_003870	1.0		1.0			5.0	1.0			1.0	
Variant_003871			1.0		2.0	3.0	1.0	1.0		1.0	2.0
Variant_003872	1.0		1.0		3.0	12.0				1.0	3.0
Variant_003873		1.0		2.0	11.0	73.0	5.0	1.0		1.0	
Variant_003874	1.0	1.0	5.0	4.0	16.0	62.0	1.0	1.0		1.0	
Variant_003875	1.0	2.0			4.0	46.0			2.0		
Variant_003876		2.0			3.0	45.0	1.0				
Variant_003877	2.0	1.0	1.0	1.0	9.0	10.0	1.0				
Variant_003878	1.0				7.0	20.0	1.0				
Variant_003879		1.0	2.0		9.0	14.0	2.0				
Variant_003880			1.0		5.0	25.0					
Variant_003881	1.0		1.0		1.0	19.0	5.0	2.0	1.0		
Variant_003882	2.0	3.0	1.0		3.0	17.0		1.0			
Variant_003883	1.0				2.0	19.0		1.0			
Variant_003884						12.0			1.0		
Variant_003885					3.0	1.0	1.0				2.0
Variant_003886					4.0	4.0				1.0	
Variant_003887	2.0		1.0		3.0	7.0				1.0	2.0
Variant_003888			1.0		1.0	11.0	1.0			2.0	
Variant_003889	1.0	2.0	1.0	3.0	5.0	20.0	1.0		2.0		2.0
Variant_003890	1.0	1.0		1.0	4.0	17.0					
Variant_003891	1.0				8.0	30.0	1.0		3.0	1.0	
Variant_003892			1.0		1.0	22.0			1.0		2.0
Variant_003893	1.0				4.0	1.0	1.0	4.0		1.0	1.0
Variant_003894			1.0		5.0	6.0	1.0				1.0
Variant_003895		1.0	2.0	1.0	10.0	16.0					
Variant_003896	1.0				2.0	9.0		1.0		1.0	
Variant_003897	3.0	1.0			4.0	9.0					
Variant_003898					3.0	4.0					2.0
Variant_003899		1.0	3.0		2.0	18.0					1.0
Variant_003900			2.0			8.0		1.0		1.0	1.0
Variant_003901			1.0		1.0	5.0	1.0	2.0		1.0	
Variant_003902					2.0	4.0	2.0		1.0		1.0
Variant_003903				2.0	1.0	3.0	1.0	1.0		1.0	
Variant_003904	1.0	1.0				3.0				2.0	2.0
Variant_003905	5.0	3.0	2.0	4.0	35.0	229.0	6.0	6.0	1.0	7.0	3.0
Variant_003906			4.0	2.0	22.0	120.0	1.0	1.0			1.0
Variant_003907				1.0	14.0	90.0	1.0	5.0	4.0	2.0	1.0
Variant_003908	1.0			2.0	9.0	55.0		1.0			1.0
Variant_003909	4.0	2.0	2.0	2.0	13.0	83.0	2.0	4.0		3.0	2.0
Variant_003910	2.0	3.0	2.0	2.0	19.0	52.0	1.0	4.0		2.0	1.0
Variant_003911	3.0	1.0	3.0	2.0	20.0	59.0		2.0		3.0	2.0
Variant_003912					9.0	33.0					
Variant_003913			4.0	1.0	14.0	107.0	11.0		1.0	1.0	1.0
Variant_003914	1.0	2.0		2.0	10.0	59.0	4.0				
Variant_003915	1.0	1.0			4.0	58.0		1.0			1.0
Variant_003916		1.0	1.0	1.0	4.0	34.0					
Variant_003917	2.0			1.0	6.0	24.0	4.0	1.0			1.0
Variant_003918			1.0	1.0	7.0	13.0	3.0	5.0	1.0		2.0
Variant_003919		2.0			2.0	12.0	1.0	6.0	1.0	2.0	
Variant_003920	1.0	4.0	2.0	2.0	6.0	15.0		1.0	2.0	2.0	1.0
Variant_003921	2.0	1.0	3.0	2.0	12.0	85.0	3.0	1.0		4.0	3.0
Variant_003922		1.0	1.0	1.0	16.0	110.0	2.0				
Variant_003923		1.0	1.0		10.0	44.0		1.0	5.0	1.0	4.0
Variant_003924					4.0	32.0					
Variant_003925	1.0		1.0	1.0	10.0	29.0	1.0	3.0		4.0	5.0
Variant_003926			1.0	1.0	5.0	16.0		2.0		2.0	2.0
Variant_003927			1.0		6.0	21.0	1.0			1.0	
Variant_003928	1.0		2.0	1.0	3.0	11.0		1.0			
Variant_003929	2.0	4.0	3.0		10.0	62.0	3.0	1.0		3.0	7.0
Variant_003930	1.0				3.0	15.0	1.0	1.0		2.0	2.0
Variant_003931	1.0	2.0	2.0		4.0	36.0		1.0			3.0
Variant_003932	1.0		2.0	1.0	1.0	19.0	1.0			1.0	6.0
Variant_003933	1.0		2.0		2.0	5.0	2.0				3.0
Variant_003934		2.0	2.0		4.0	15.0	4.0	3.0			1.0
Variant_003935		1.0		1.0	1.0	7.0			2.0		2.0
Variant_003936		1.0	1.0	1.0	1.0	13.0	1.0			1.0	3.0
Variant_003937	2.0	5.0	1.0	3.0	11.0	86.0	1.0	1.0	1.0	1.0	2.0
Variant_003938	2.0	1.0	1.0	3.0	9.0	33.0	3.0			1.0	
Variant_003939		2.0	2.0	3.0	19.0	64.0	1.0		2.0		
Variant_003940		1.0	2.0	1.0	5.0	62.0	1.0				1.0
Variant_003941			1.0	1.0	8.0	29.0	1.0	2.0			1.0
Variant_003942				1.0	6.0	17.0					
Variant_003943	2.0				7.0	36.0		2.0		1.0	1.0
Variant_003944	1.0	1.0	1.0		4.0	29.0				1.0	
Variant_003945	2.0	1.0	1.0	2.0	4.0	52.0	5.0				1.0
Variant_003946	1.0	1.0			6.0	29.0	7.0			3.0	
Variant_003947	1.0			1.0	4.0	40.0	1.0		1.0		
Variant_003948	1.0	1.0			6.0	35.0	1.0			2.0	1.0
Variant_003949	2.0		2.0		6.0	6.0	1.0	2.0		1.0	2.0
Variant_003950		1.0			1.0	5.0	1.0	1.0	1.0		
Variant_003951	2.0				1.0	9.0					4.0
Variant_003952		2.0	1.0		1.0	7.0		1.0			
Variant_003953	1.0				6.0	43.0	1.0	1.0		4.0	1.0
Variant_003954	2.0			1.0	8.0	29.0	2.0		1.0		
Variant_003955		1.0	1.0	1.0	6.0	41.0				1.0	1.0
Variant_003956				1.0	5.0	37.0	1.0	1.0	1.0		2.0
Variant_003957			1.0	2.0	8.0	28.0		1.0		2.0	4.0
Variant_003958	1.0		1.0			2.0					
Variant_003959	4.0			2.0	3.0	14.0		1.0			3.0
Variant_003960			1.0	1.0	2.0	14.0				1.0	1.0
Variant_003961	1.0			1.0	3.0	11.0	2.0				
Variant_003962			2.0		2.0	10.0	3.0				
Variant_003963	1.0	2.0	2.0		10.0	18.0	2.0		1.0		1.0
Variant_003964		1.0			2.0	14.0	1.0				3.0
Variant_003965	2.0		3.0	1.0	2.0	12.0	1.0	2.0		1.0	2.0
Variant_003966					4.0	11.0		2.0			
Variant_003967	1.0	1.0		1.0	5.0	4.0					
Variant_003968						1.0					1.0
Variant_003969	5.0	1.0	8.0	5.0	44.0	212.0	14.0	4.0	1.0	2.0	
Variant_003970	2.0	2.0		7.0	22.0	98.0	12.0	3.0	1.0	3.0	1.0
Variant_003971	2.0		2.0	1.0	20.0	60.0	5.0		5.0		2.0
Variant_003972		1.0	2.0	1.0	29.0	38.0	2.0			3.0	1.0
Variant_003973			1.0	1.0	16.0	43.0	10.0	3.0	1.0	1.0	4.0
Variant_003974		2.0		1.0	18.0	31.0	6.0	1.0			2.0
Variant_003975	2.0	2.0	1.0	1.0	22.0	33.0	3.0	2.0		1.0	1.0
Variant_003976					28.0	16.0		1.0	1.0		1.0
Variant_003977	1.0		3.0	1.0	14.0	98.0	3.0			2.0	3.0
Variant_003978	2.0		1.0	1.0	8.0	66.0	12.0	1.0		1.0	
Variant_003979	1.0	2.0	2.0		8.0	78.0					1.0
Variant_003980	1.0		1.0		7.0	44.0	1.0				
Variant_003981			3.0	1.0	8.0	29.0	2.0	3.0	1.0	1.0	5.0
Variant_003982				3.0	6.0	22.0	5.0	2.0			
Variant_003983	2.0			1.0	4.0	7.0		1.0		1.0	1.0
Variant_003984				2.0	2.0	13.0	1.0			1.0	
Variant_003985		4.0	1.0	2.0	18.0	65.0	10.0	3.0		7.0	
Variant_003986	2.0		1.0	1.0	5.0	39.0	18.0			10.0	
Variant_003987	2.0			1.0	5.0	38.0	3.0	1.0	1.0		2.0
Variant_003988		1.0			1.0	13.0				1.0	2.0
Variant_003989				1.0	7.0	11.0	1.0	5.0			
Variant_003990		1.0	2.0	1.0	3.0	12.0				3.0	1.0
Variant_003991	1.0	1.0	1.0		2.0	7.0		1.0			
Variant_003992		1.0			3.0	9.0		1.0		1.0	2.0
Variant_003993		1.0	1.0	1.0	5.0	53.0	5.0			1.0	
Variant_003994					4.0	39.0	9.0	1.0			
Variant_003995	1.0	5.0			2.0	20.0					
Variant_003996	1.0	1.0	1.0		2.0	20.0	1.0	1.0		1.0	3.0
Variant_003997		1.0		1.0	4.0	6.0	1.0	1.0		1.0	2.0
Variant_003998	2.0			1.0	4.0	7.0	1.0	1.0			
Variant_003999	3.0		1.0		6.0	7.0		1.0		1.0	1.0
Variant_004000	1.0	1.0			2.0	3.0	1.0	1.0	2.0	1.0	1.0
Variant_004001	1.0	1.0		1.0	10.0	57.0	4.0		1.0		
Variant_004002	1.0	1.0	1.0	1.0	10.0	55.0	2.0			1.0	
Variant_004003			1.0		6.0	22.0				1.0	
Variant_004004				1.0	10.0	29.0	1.0				
Variant_004005	3.0	1.0	1.0	1.0	16.0	22.0	4.0	2.0			3.0
Variant_004006		1.0			2.0	12.0	3.0			1.0	
Variant_004007			1.0	2.0	11.0	14.0	1.0	1.0			2.0
Variant_004008	1.0			2.0	5.0	7.0		1.0		1.0	1.0
Variant_004009	1.0		1.0		11.0	32.0	4.0	1.0			2.0
Variant_004010		3.0			2.0	29.0	5.0				
Variant_004011					1.0	9.0	1.0				
Variant_004012	1.0	1.0			7.0	23.0	1.0			1.0	2.0
Variant_004013			1.0	1.0	2.0	7.0		1.0		2.0	3.0
Variant_004014					1.0	1.0	2.0	1.0			
Variant_004015					5.0	7.0					3.0
Variant_004016		1.0		1.0	3.0	2.0				1.0	1.0
Variant_004017			1.0	3.0	11.0	46.0	2.0			1.0	
Variant_004018				2.0	5.0	32.0	4.0	1.0			1.0
Variant_004019	2.0		1.0		6.0	23.0			1.0	1.0	
Variant_004020			2.0		4.0	19.0	1.0				1.0
Variant_004021		1.0	1.0	1.0	2.0	5.0					
Variant_004022		1.0	1.0		13.0	11.0			1.0		
Variant_004023	1.0			1.0	3.0	8.0					2.0
Variant_004024					2.0	4.0		1.0		2.0	1.0
Variant_004025	2.0		1.0		7.0	24.0			1.0	1.0	3.0
Variant_004026			1.0	1.0	6.0	11.0				1.0	1.0
Variant_004027	1.0			1.0		11.0	1.0		2.0		
Variant_004028		1.0			2.0	14.0		2.0		1.0	
